"REF_DATE","GEO","DGUID","School board revenues by direct source of funds","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Prince Edward Island","2016A000211","Provincial government sources","Dollars","81","thousands","3","v1025857","3.2","238573","","","","0"
"2019","Prince Edward Island","2016A000211","Provincial government sources","Dollars","81","thousands","3","v1025857","3.2","251207","","","","0"
"1990","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"1991","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"1992","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"1993","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"1994","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"1995","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"1996","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"1997","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"1998","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"1999","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2000","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2001","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2002","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2003","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2004","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2005","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2006","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2007","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2008","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2009","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2010","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2011","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2012","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2013","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2014","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2015","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2016","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2017","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2018","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"2019","Prince Edward Island","2016A000211","Federal government sources","Dollars","81","thousands","3","v1025858","3.3","0","","","","0"
"1990","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","764351","","","","0"
"1991","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","784321","","","","0"
"1992","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","790112","","","","0"
"1993","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","773113","","","","0"
"1994","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","754999","","","","0"
"1995","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","735082","","","","0"
"1996","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","717080","","","","0"
"1997","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","729914","","","","0"
"1998","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","771588","","","","0"
"1999","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","820831","","","","0"
"2000","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","812197","","","","0"
"2001","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","833688","","","","0"
"2002","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","856972","","","","0"
"2003","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","888176","","","","0"
"2004","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","949595","","","","0"
"2005","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1005255","","","","0"
"2006","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1043670","","","","0"
"2007","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1075926","","","","0"
"2008","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1117727","","","","0"
"2009","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1154132","","","","0"
"2010","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1183515","","","","0"
"2011","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1187527","","","","0"
"2012","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1186565","","","","0"
"2013","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1205242","","","","0"
"2014","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1263493","","","","0"
"2015","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1298173","","","","0"
"2016","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1280277","","","","0"
"2017","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1465690","","","","0"
"2018","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1500868","","","","0"
"2019","Nova Scotia","2016A000212","Total revenues","Dollars","81","thousands","3","v1025867","4.6","1552870","","","","0"
"1990","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","609546","","","","0"
"1991","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","629412","","","","0"
"1992","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","631031","","","","0"
"1993","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","612883","","","","0"
"1994","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","594520","","","","0"
"1995","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","574551","","","","0"
"1996","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","560435","","","","0"
"1997","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","572802","","","","0"
"1998","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","607870","","","","0"
"1999","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","651465","","","","0"
"2000","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","636077","","","","0"
"2001","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","651605","","","","0"
"2002","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","669079","","","","0"
"2003","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","693969","","","","0"
"2004","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","733323","","","","0"
"2005","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","761638","","","","0"
"2006","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","798748","","","","0"
"2007","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","827266","","","","0"
"2008","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","876710","","","","0"
"2009","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","905734","","","","0"
"2010","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","927630","","","","0"
"2011","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","928207","","","","0"
"2012","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","914851","","","","0"
"2013","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","917093","","","","0"
"2014","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","966373","","","","0"
"2015","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","961014","","","","0"
"2016","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","933392","","","","0"
"2017","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","1109910","","","","0"
"2018","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","1139208","","","","0"
"2019","Nova Scotia","2016A000212","Provincial government sources","Dollars","81","thousands","3","v1025863","4.2","1183574","","","","0"
"1990","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","8174","","","","0"
"1991","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","9130","","","","0"
"1992","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","10431","","","","0"
"1993","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","10699","","","","0"
"1994","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","9559","","","","0"
"1995","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","9807","","","","0"
"1996","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","9215","","","","0"
"1997","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","8758","","","","0"
"1998","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","8642","","","","0"
"1999","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","9052","","","","0"
"2000","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","9380","","","","0"
"2001","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","9530","","","","0"
"2002","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","10238","","","","0"
"2003","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","11025","","","","0"
"2004","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","11028","","","","0"
"2005","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","11126","","","","0"
"2006","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","11400","","","","0"
"2007","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","11430","","","","0"
"2008","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","10508","","","","0"
"2009","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","10672","","","","0"
"2010","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","12922","","","","0"
"2011","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","13641","","","","0"
"2012","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","12862","","","","0"
"2013","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","16894","","","","0"
"2014","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","13374","","","","0"
"2015","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","13968","","","","0"
"2016","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","13085","","","","0"
"2017","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","10695","","","","0"
"2018","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","11407","","","","0"
"2019","Nova Scotia","2016A000212","Federal government sources","Dollars","81","thousands","3","v1025864","4.3","11973","","","","0"
"1990","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","528092","","","","0"
"1991","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","560159","","","","0"
"1992","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","577991","","","","0"
"1993","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","590262","","","","0"
"1994","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","591676","","","","0"
"1995","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","580568","","","","0"
"1996","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","570159","","","","0"
"1997","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","576930","","","","0"
"1998","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","593104","","","","0"
"1999","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","616282","","","","0"
"2000","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","628982","","","","0"
"2001","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","636045","","","","0"
"2002","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","654393","","","","0"
"2003","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","672282","","","","0"
"2004","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","686221","","","","0"
"2005","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","724985","","","","0"
"2006","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","763453","","","","0"
"2007","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","801322","","","","0"
"2008","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","861215","","","","0"
"2009","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","882147","","","","0"
"2010","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","900796","","","","0"
"2011","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","923731","","","","0"
"2012","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","931909","","","","0"
"2013","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","953723","","","","0"
"2014","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","968163","","","","0"
"2015","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","964139","","","","0"
"2016","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","1050917","","","","0"
"2017","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","1043673","","","","0"
"2018","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","1080981","","","","0"
"2019","New Brunswick","2016A000213","Total revenues","Dollars","81","thousands","3","v1025873","5.6","1118595","","","","0"
"1990","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","515184","","","","0"
"1991","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","543891","","","","0"
"1992","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","567377","","","","0"
"1993","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","588503","","","","0"
"1994","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","590133","","","","0"
"1995","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","579080","","","","0"
"1996","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","568635","","","","0"
"1997","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","573102","","","","0"
"1998","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","588878","","","","0"
"1999","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","614282","","","","0"
"2000","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","627705","","","","0"
"2001","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","634825","","","","0"
"2002","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","653033","","","","0"
"2003","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","670667","","","","0"
"2004","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","683975","","","","0"
"2005","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","722006","","","","0"
"2006","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","760255","","","","0"
"2007","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","797536","","","","0"
"2008","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","856961","","","","0"
"2009","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","877755","","","","0"
"2010","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","896362","","","","0"
"2011","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","919379","","","","0"
"2012","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","882967","","","","0"
"2013","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","948662","","","","0"
"2014","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","907186","","","","0"
"2015","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","899479","","","","0"
"2016","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","982346","","","","0"
"2017","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","961673","","","","0"
"2018","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","991719","","","","0"
"2019","New Brunswick","2016A000213","Provincial government sources","Dollars","81","thousands","3","v1025869","5.2","1027702","","","","0"
"1990","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"1991","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"1992","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"1993","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"1994","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"1995","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"1996","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"1997","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"1998","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"1999","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2000","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2001","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2002","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2003","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2004","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2005","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2006","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2007","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2008","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2009","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2010","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2011","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2012","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","19943","","","","0"
"2013","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","0","","","","0"
"2014","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","23007","","","","0"
"2015","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","16277","","","","0"
"2016","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","21553","","","","0"
"2017","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","25990","","","","0"
"2018","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","34904","","","","0"
"2019","New Brunswick","2016A000213","Federal government sources","Dollars","81","thousands","3","v1025870","5.3","34682","","","","0"
"1990","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","6081945","","","","0"
"1991","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","6450667","","","","0"
"1992","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","6630305","","","","0"
"1993","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","6730028","","","","0"
"1994","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","6744182","","","","0"
"1995","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","6761570","","","","0"
"1996","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","6691722","","","","0"
"1997","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","6566706","","","","0"
"1998","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","6592968","","","","0"
"1999","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","6903655","","","","0"
"2000","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","7352006","","","","0"
"2001","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","7600800","","","","0"
"2002","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","7908820","","","","0"
"2003","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","8165598","","","","0"
"2004","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","8295616","","","","0"
"2005","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","8476140","","","","0"
"2006","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","9023150","","","","0"
"2007","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","9797071","","","","0"
"2008","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","10130384","","","","0"
"2009","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","10485281","","","","0"
"2010","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","10770762","","","","0"
"2011","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","11038591","","","","0"
"2012","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","11105259","","","","0"
"2013","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","11359270","","","","0"
"2014","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","11541820","","","","0"
"2015","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","11709868","","","","0"
"2016","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","12292600","","","","0"
"2017","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","12936415","","","","0"
"2018","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","13639652","","","","0"
"2019","Quebec","2016A000224","Total revenues","Dollars","81","thousands","3","v1025879","6.6","13830466","","","","0"
"1990","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5396436","","","","0"
"1991","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5514782","","","","0"
"1992","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5643613","","","","0"
"1993","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5698143","","","","0"
"1994","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5676773","","","","0"
"1995","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5659901","","","","0"
"1996","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5517854","","","","0"
"1997","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5258444","","","","0"
"1998","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5155364","","","","0"
