"REF_DATE","GEO","DGUID","School board revenues by direct source of funds","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","2478180","","","","0"
"2016","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","2379694","","","","0"
"2017","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","2101159","","","","0"
"2018","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","2174511","","","","0"
"2019","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","2231777","","","","0"
"1990","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","446026","","","","0"
"1991","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","451300","","","","0"
"1992","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","438611","","","","0"
"1993","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","423293","","","","0"
"1994","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","403156","","","","0"
"1995","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","399157","","","","0"
"1996","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","398940","","","","0"
"1997","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","414315","","","","0"
"1998","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","410499","","","","0"
"1999","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","421521","","","","0"
"2000","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","444282","","","","0"
"2001","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","484009","","","","0"
"2002","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","510194","","","","0"
"2003","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","537842","","","","0"
"2004","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","550180","","","","0"
"2005","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","607615","","","","0"
"2006","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","641273","","","","0"
"2007","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","718701","","","","0"
"2008","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","832787","","","","0"
"2009","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1001393","","","","0"
"2010","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1086460","","","","0"
"2011","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1166581","","","","0"
"2012","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1411274","","","","0"
"2013","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1354441","","","","0"
"2014","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1394036","","","","0"
"2015","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1669778","","","","0"
"2016","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1529795","","","","0"
"2017","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1675999","","","","0"
"2018","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1924538","","","","0"
"2019","Saskatchewan","2016A000247","Provincial government sources","Dollars","81","thousands","3","v1025893","9.2","1975125","","","","0"
"1990","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","17594","","","","0"
"1991","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","19243","","","","0"
"1992","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","19553","","","","0"
"1993","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","18330","","","","0"
"1994","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","18443","","","","0"
"1995","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","16269","","","","0"
"1996","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","16265","","","","0"
"1997","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","17373","","","","0"
"1998","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","16118","","","","0"
"1999","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","18569","","","","0"
"2000","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","16979","","","","0"
"2001","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","17174","","","","0"
"2002","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","10044","","","","0"
"2003","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","8953","","","","0"
"2004","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","6544","","","","0"
"2005","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","4135","","","","0"
"2006","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","5134","","","","0"
"2007","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","7019","","","","0"
"2008","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","7712","","","","0"
"2009","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","8849","","","","0"
"2010","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","9141","","","","0"
"2011","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","10090","","","","0"
"2012","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","21354","","","","0"
"2013","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","23330","","","","0"
"2014","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","30391","","","","0"
"2015","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","22284","","","","0"
"2016","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","21806","","","","0"
"2017","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","20974","","","","0"
"2018","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","14170","","","","0"
"2019","Saskatchewan","2016A000247","Federal government sources","Dollars","81","thousands","3","v1025894","9.3","23069","","","","0"
"1990","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","2422122","","","","0"
"1991","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","2609020","","","","0"
"1992","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","2774024","","","","0"
"1993","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","2899810","","","","0"
"1994","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","2874655","","","","0"
"1995","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","2823718","","","","0"
"1996","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","2928116","","","","0"
"1997","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","3020814","","","","0"
"1998","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","3118055","","","","0"
"1999","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","3309104","","","","0"
"2000","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","3510302","","","","0"
"2001","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","3723764","","","","0"
"2002","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","3900878","","","","0"
"2003","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","4110948","","","","0"
"2004","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","4279604","","","","0"
"2005","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","4547300","","","","0"
"2006","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","4827505","","","","0"
"2007","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","5165460","","","","0"
"2008","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","5867344","","","","0"
"2009","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","6157515","","","","0"
"2010","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","6214563","","","","0"
"2011","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","6373994","","","","0"
"2012","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","7164518","","","","0"
"2013","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","7051450","","","","0"
"2014","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","7325275","","","","0"
"2015","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","7639415","","","","0"
"2016","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","7735347","","","","0"
"2017","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","7966818","","","","0"
"2018","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","8119563","","","","0"
"2019","Alberta","2016A000248","Total revenues","Dollars","81","thousands","3","v1025903","10.6","7792288","","","","0"
"1990","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1283361","","","","0"
"1991","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1341938","","","","0"
"1992","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1406244","","","","0"
"1993","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1637603","","","","0"
"1994","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1472625","","","","0"
"1995","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1218198","","","","0"
"1996","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1324830","","","","0"
"1997","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1313981","","","","0"
"1998","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1466949","","","","0"
"1999","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1649643","","","","0"
"2000","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","1858683","","","","0"
"2001","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","2123829","","","","0"
"2002","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","2278692","","","","0"
"2003","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","2406984","","","","0"
"2004","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","2452323","","","","0"
"2005","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","2629537","","","","0"
"2006","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","2854650","","","","0"
"2007","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","3097170","","","","0"
"2008","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","3824882","","","","0"
"2009","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","3992028","","","","0"
"2010","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","3904192","","","","0"
"2011","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","4008980","","","","0"
"2012","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","4459039","","","","0"
"2013","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","4255085","","","","0"
"2014","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","4463723","","","","0"
"2015","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","4621690","","","","0"
"2016","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","4568270","","","","0"
"2017","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","4799463","","","","0"
"2018","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","4855657","","","","0"
"2019","Alberta","2016A000248","Provincial government sources","Dollars","81","thousands","3","v1025899","10.2","4592657","","","","0"
"1990","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","42381","","","","0"
"1991","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","47346","","","","0"
"1992","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","51169","","","","0"
"1993","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","52199","","","","0"
"1994","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","50895","","","","0"
"1995","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","48567","","","","0"
"1996","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","46293","","","","0"
"1997","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","46268","","","","0"
"1998","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","49020","","","","0"
"1999","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","51020","","","","0"
"2000","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","55734","","","","0"
"2001","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","58845","","","","0"
"2002","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","60385","","","","0"
"2003","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","63627","","","","0"
"2004","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","66507","","","","0"
"2005","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","71560","","","","0"
"2006","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","78783","","","","0"
"2007","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","83646","","","","0"
"2008","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","86840","","","","0"
"2009","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","92508","","","","0"
"2010","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","93595","","","","0"
"2011","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","92446","","","","0"
"2012","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","96307","","","","0"
"2013","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","94317","","","","0"
"2014","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","99473","","","","0"
"2015","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","103036","","","","0"
"2016","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","104110","","","","0"
"2017","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","104322","","","","0"
"2018","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","99961","","","","0"
"2019","Alberta","2016A000248","Federal government sources","Dollars","81","thousands","3","v1025900","10.3","100004","","","","0"
"1990","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","2680630","","","","0"
"1991","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","2976726","","","","0"
"1992","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","3240744","","","","0"
"1993","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","3395025","","","","0"
"1994","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","3511886","","","","0"
"1995","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","3655368","","","","0"
"1996","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","3856156","","","","0"
"1997","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","3901442","","","","0"
"1998","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","3772551","","","","0"
"1999","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","3646479","","","","0"
"2000","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","3738320","","","","0"
"2001","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","3962771","","","","0"
"2002","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","4110514","","","","0"
"2003","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","4096678","","","","0"
"2004","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","4288236","","","","0"
"2005","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","4674478","","","","0"
"2006","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","4846486","","","","0"
"2007","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","4914436","","","","0"
"2008","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","5036589","","","","0"
"2009","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","5099393","","","","0"
"2010","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","5143825","","","","0"
"2011","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","5186352","","","","0"
"2012","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","5960658","","","","0"
"2013","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","5779463","","","","0"
"2014","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","5869774","","","","0"
"2015","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","6160040","","","","0"
"2016","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","6384137","","","","0"
"2017","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","6933774","","","","0"
"2018","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","7267790","","","","0"
"2019","British Columbia","2016A000259","Total revenues","Dollars","81","thousands","3","v1025909","11.6","7769331","","","","0"
"1990","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","1657989","","","","0"
"1991","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","1971226","","","","0"
"1992","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2097567","","","","0"
"1993","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2148721","","","","0"
"1994","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2224881","","","","0"
"1995","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2317342","","","","0"
"1996","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2489305","","","","0"
"1997","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2467915","","","","0"
"1998","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2284636","","","","0"
"1999","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2150972","","","","0"
"2000","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2212580","","","","0"
"2001","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2373414","","","","0"
"2002","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2456729","","","","0"
"2003","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2394571","","","","0"
"2004","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2371795","","","","0"
"2005","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2494426","","","","0"
"2006","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2645697","","","","0"
"2007","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2649385","","","","0"
"2008","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2717253","","","","0"
"2009","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2761214","","","","0"
"2010","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2798374","","","","0"
"2011","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","2859653","","","","0"
"2012","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","3692216","","","","0"
"2013","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","3413163","","","","0"
"2014","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","3381238","","","","0"
"2015","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","3572560","","","","0"
"2016","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","3718906","","","","0"
"2017","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","4171569","","","","0"
"2018","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","4352568","","","","0"
"2019","British Columbia","2016A000259","Provincial government sources","Dollars","81","thousands","3","v1025905","11.2","4858618","","","","0"
"1990","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","46451","","","","0"
"1991","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","13523","","","","0"
"1992","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","11719","","","","0"
"1993","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","12794","","","","0"
"1994","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","12847","","","","0"
"1995","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","13776","","","","0"
"1996","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","9408","","","","0"
"1997","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","11528","","","","0"
"1998","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","12224","","","","0"
"1999","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","9848","","","","0"
"2000","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","8482","","","","0"
"2001","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","9537","","","","0"
"2002","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","6646","","","","0"
"2003","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","8531","","","","0"
"2004","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","13265","","","","0"
"2005","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","14620","","","","0"
"2006","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","11278","","","","0"
"2007","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","5619","","","","0"
"2008","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","5069","","","","0"
"2009","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","3650","","","","0"
"2010","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","3283","","","","0"
"2011","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","3066","","","","0"
"2012","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","1643","","","","0"
"2013","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","2135","","","","0"
"2014","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","13229","","","","0"
"2015","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","14128","","","","0"
"2016","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","15832","","","","0"
"2017","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","15414","","","","0"
"2018","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","15857","","","","0"
"2019","British Columbia","2016A000259","Federal government sources","Dollars","81","thousands","3","v1025906","11.3","15946","","","","0"
"1990","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","50647","","","","0"
"1991","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","59571","","","","0"
"1992","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","66818","","","","0"
"1993","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","60810","","","","0"
"1994","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","59753","","","","0"
"1995","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","64016","","","","0"
"1996","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","61964","","","","0"
"1997","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","63619","","","","0"
