"REF_DATE","GEO","DGUID","Type of structure","Type of work","Investment Value","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7094532541","","","","0"
"2010-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6085675314","","","","0"
"2010-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","5232280184","","","","0"
"2010-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","5719816158","","","","0"
"2010-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7083345415","","","","0"
"2010-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8168892618","","","","0"
"2010-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8595104444","","","","0"
"2010-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8307412820","","","","0"
"2010-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7786809030","","","","0"
"2010-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7401477067","","","","0"
"2010-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7148167266","","","","0"
"2010-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6520898494","","","","0"
"2011-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","5909287542","","","","0"
"2011-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","5132945310","","","","0"
"2011-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","4672667281","","","","0"
"2011-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","5380340448","","","","0"
"2011-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6781399947","","","","0"
"2011-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8194048765","","","","0"
"2011-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9036924626","","","","0"
"2011-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8986029190","","","","0"
"2011-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8823320233","","","","0"
"2011-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8469382898","","","","0"
"2011-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7947028515","","","","0"
"2011-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7383109178","","","","0"
"2012-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6962114374","","","","0"
"2012-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6219884339","","","","0"
"2012-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","5577251214","","","","0"
"2012-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6175623511","","","","0"
"2012-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7320860344","","","","0"
"2012-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8709927628","","","","0"
"2012-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9323815834","","","","0"
"2012-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9193602948","","","","0"
"2012-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9121163376","","","","0"
"2012-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8574388749","","","","0"
"2012-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8428824679","","","","0"
"2012-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7895859543","","","","0"
"2013-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6951943261","","","","0"
"2013-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","5922022126","","","","0"
"2013-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","5505696250","","","","0"
"2013-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6008720481","","","","0"
"2013-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7341102114","","","","0"
"2013-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9096912691","","","","0"
"2013-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9644148255","","","","0"
"2013-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9377671511","","","","0"
"2013-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9154683119","","","","0"
"2013-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8586056800","","","","0"
"2013-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8759267167","","","","0"
"2013-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8213471419","","","","0"
"2014-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7163120378","","","","0"
"2014-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6376245989","","","","0"
"2014-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","5977408273","","","","0"
"2014-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6463177835","","","","0"
"2014-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7513859991","","","","0"
"2014-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9021213873","","","","0"
"2014-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9941581779","","","","0"
"2014-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10257024878","","","","0"
"2014-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10076626797","","","","0"
"2014-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9508760305","","","","0"
"2014-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9389571623","","","","0"
"2014-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8506532592","","","","0"
"2015-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7552281418","","","","0"
"2015-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6524028437","","","","0"
"2015-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","5866717291","","","","0"
"2015-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6422927970","","","","0"
"2015-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7882060795","","","","0"
"2015-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9311105469","","","","0"
"2015-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10281503360","","","","0"
"2015-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10643843255","","","","0"
"2015-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10372579173","","","","0"
"2015-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9626492788","","","","0"
"2015-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9565946096","","","","0"
"2015-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8886737413","","","","0"
"2016-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8074864109","","","","0"
"2016-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7119502381","","","","0"
"2016-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6466949786","","","","0"
"2016-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7004617415","","","","0"
"2016-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8354890760","","","","0"
"2016-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9909873408","","","","0"
"2016-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10703095349","","","","0"
"2016-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10372231207","","","","0"
"2016-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9944693072","","","","0"
"2016-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9861030146","","","","0"
"2016-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10075159614","","","","0"
"2016-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9664580119","","","","0"
"2017-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8756975652","","","","0"
"2017-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7638928276","","","","0"
"2017-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7115526220","","","","0"
"2017-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7812245706","","","","0"
"2017-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9555158581","","","","0"
"2017-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","11275793463","","","","0"
"2017-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","11852733284","","","","0"
"2017-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10839777988","","","","0"
"2017-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10313408226","","","","0"
"2017-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10301553652","","","","0"
"2017-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10610192494","","","","0"
"2017-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9801469221","","","","0"
"2018-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8807222874","","","","0"
"2018-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7894983649","","","","0"
"2018-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7674882911","","","","0"
"2018-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8550146513","","","","0"
"2018-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9850560359","","","","0"
"2018-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","11517817514","","","","0"
"2018-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12127650768","","","","0"
"2018-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12136445696","","","","0"
"2018-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","11809521870","","","","0"
"2018-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10844694473","","","","0"
"2018-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10456475026","","","","0"
"2018-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9711067555","","","","0"
"2019-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8589783350","","","","0"
"2019-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7613117553","","","","0"
"2019-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7148916884","","","","0"
"2019-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","7992529363","","","","0"
"2019-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9734976727","","","","0"
"2019-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","11332421430","","","","0"
"2019-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12166223219","","","","0"
"2019-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12303210836","","","","0"
"2019-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12001055616","","","","0"
"2019-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","11115168526","","","","0"
"2019-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10945150798","","","","0"
"2019-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10199697546","","","","0"
"2020-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","9083928164","","","","0"
"2020-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8588113624","","","","0"
"2020-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8285849668","","","","0"
"2020-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","6213622233","","","","0"
"2020-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","8479723021","","","","0"
"2020-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10578004968","","","","0"
"2020-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12323923295","","","","0"
"2020-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","13480140474","","","","0"
"2020-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","13496009054","","","","0"
"2020-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12824440629","","","","0"
"2020-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12846288647","","","","0"
"2020-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12289829767","","","","0"
"2021-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","11640303454","","","","0"
"2021-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10758339589","","","","0"
"2021-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","10677688992","","","","0"
"2021-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12485327940","","","","0"
"2021-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","14378773402","","","","0"
"2021-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","15472307352","","","","0"
"2021-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","16209576341","","","","0"
"2021-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","15830107851","","","","0"
"2021-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","14958894429","","","","0"
"2021-10","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","14344522157","","","","0"
"2021-11","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","14213204679","","","","0"
"2021-12","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","13630387310","","","","0"
"2022-01","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","13073050818","","","","0"
"2022-02","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","12153532652","","","","0"
"2022-03","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","11723762264","","","","0"
"2022-04","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","13291164783","","","","0"
"2022-05","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","15292330755","","","","0"
"2022-06","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","16928637613","","","","0"
"2022-07","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","18423667636","","","","0"
"2022-08","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","18470232019","","","","0"
"2022-09","Canada","2016A000011124","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954062","1.2.1.1","17328330660","","","","0"
"2010-01","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","96118095","","","","0"
"2010-02","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","87804368","","","","0"
"2010-03","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","72728986","","","","0"
"2010-04","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","82029232","","","","0"
"2010-05","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","113531435","","","","0"
"2010-06","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","143183918","","","","0"
"2010-07","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","161577334","","","","0"
"2010-08","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","153490933","","","","0"
"2010-09","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","145665221","","","","0"
"2010-10","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","131447911","","","","0"
"2010-11","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","113860592","","","","0"
"2010-12","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","100268886","","","","0"
"2011-01","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","96758842","","","","0"
"2011-02","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","83757442","","","","0"
"2011-03","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","64039128","","","","0"
"2011-04","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","63354662","","","","0"
"2011-05","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","122851479","","","","0"
"2011-06","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","163556059","","","","0"
"2011-07","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","169685865","","","","0"
"2011-08","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","164877594","","","","0"
"2011-09","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","155793395","","","","0"
"2011-10","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","136292314","","","","0"
"2011-11","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","126712570","","","","0"
"2011-12","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","110213624","","","","0"
"2012-01","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","97248137","","","","0"
"2012-02","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","83725861","","","","0"
"2012-03","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","66177919","","","","0"
"2012-04","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","66944146","","","","0"
"2012-05","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","93362232","","","","0"
"2012-06","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","150082733","","","","0"
"2012-07","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","184091540","","","","0"
"2012-08","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","200752834","","","","0"
