"REF_DATE","GEO","DGUID","Type of structure","Type of work","Investment Value","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1103902947","","","","0"
"2011-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1157504322","","","","0"
"2011-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1155890271","","","","0"
"2011-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1175558731","","","","0"
"2011-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1114301565","","","","0"
"2011-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","980686740","","","","0"
"2011-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","872460484","","","","0"
"2012-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","838255845","","","","0"
"2012-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","816884313","","","","0"
"2012-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","824532115","","","","0"
"2012-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","935573854","","","","0"
"2012-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1023014482","","","","0"
"2012-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1093137387","","","","0"
"2012-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1198709199","","","","0"
"2012-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1254084739","","","","0"
"2012-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1287704947","","","","0"
"2012-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1196087684","","","","0"
"2012-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1096468847","","","","0"
"2012-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1018815042","","","","0"
"2013-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","947724204","","","","0"
"2013-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","887143384","","","","0"
"2013-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","911496393","","","","0"
"2013-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","920174161","","","","0"
"2013-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","955459166","","","","0"
"2013-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1181899185","","","","0"
"2013-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1334211164","","","","0"
"2013-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1264745090","","","","0"
"2013-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1253131106","","","","0"
"2013-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1192327112","","","","0"
"2013-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1159076997","","","","0"
"2013-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1098326210","","","","0"
"2014-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1039865128","","","","0"
"2014-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1049136990","","","","0"
"2014-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1043077529","","","","0"
"2014-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1095749856","","","","0"
"2014-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1126540750","","","","0"
"2014-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1209711924","","","","0"
"2014-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1239165488","","","","0"
"2014-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1339883729","","","","0"
"2014-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1403519781","","","","0"
"2014-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1298747955","","","","0"
"2014-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1234640631","","","","0"
"2014-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1149124516","","","","0"
"2015-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1153393052","","","","0"
"2015-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1138716526","","","","0"
"2015-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1098556370","","","","0"
"2015-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1162023325","","","","0"
"2015-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1275461302","","","","0"
"2015-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1370520946","","","","0"
"2015-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1462017272","","","","0"
"2015-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1585088955","","","","0"
"2015-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1570159234","","","","0"
"2015-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1435510764","","","","0"
"2015-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1376139842","","","","0"
"2015-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1352550685","","","","0"
"2016-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1372180979","","","","0"
"2016-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1380763045","","","","0"
"2016-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1403356827","","","","0"
"2016-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1462752689","","","","0"
"2016-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1515973739","","","","0"
"2016-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1609950523","","","","0"
"2016-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1767640620","","","","0"
"2016-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1751838196","","","","0"
"2016-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1667395802","","","","0"
"2016-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1569658626","","","","0"
"2016-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1513007582","","","","0"
"2016-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1529118777","","","","0"
"2017-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1391265184","","","","0"
"2017-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1286003938","","","","0"
"2017-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1318177780","","","","0"
"2017-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1467619506","","","","0"
"2017-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1637028641","","","","0"
"2017-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1789662813","","","","0"
"2017-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1876272510","","","","0"
"2017-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1797182169","","","","0"
"2017-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1773406358","","","","0"
"2017-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1762532123","","","","0"
"2017-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1765365537","","","","0"
"2017-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1740679843","","","","0"
"2018-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1673440802","","","","0"
"2018-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1557159583","","","","0"
"2018-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1487570824","","","","0"
"2018-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1564636237","","","","0"
"2018-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1752572220","","","","0"
"2018-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2017199139","","","","0"
"2018-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2071293833","","","","0"
"2018-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2067560787","","","","0"
"2018-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2061719139","","","","0"
"2018-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1951397753","","","","0"
"2018-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1970152067","","","","0"
"2018-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1905502160","","","","0"
"2019-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1738907775","","","","0"
"2019-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1626104777","","","","0"
"2019-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1529584439","","","","0"
"2019-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1714585536","","","","0"
"2019-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2141191704","","","","0"
"2019-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2114552310","","","","0"
"2019-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2047709200","","","","0"
"2019-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1957023314","","","","0"
"2019-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1869306398","","","","0"
"2019-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1893607635","","","","0"
"2019-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1880476216","","","","0"
"2019-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1756398947","","","","0"
"2020-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1649820031","","","","0"
"2020-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1756222785","","","","0"
"2020-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1775829483","","","","0"
"2020-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1462142904","","","","0"
"2020-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1673801675","","","","0"
"2020-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1859183130","","","","0"
"2020-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2034542994","","","","0"
"2020-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2097567061","","","","0"
"2020-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1999089979","","","","0"
"2020-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1879731089","","","","0"
"2020-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1949157172","","","","0"
"2020-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1963713000","","","","0"
"2021-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1943919974","","","","0"
"2021-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1865804232","","","","0"
"2021-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","1880541117","","","","0"
"2021-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2098777101","","","","0"
"2021-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2332948575","","","","0"
"2021-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2422786510","","","","0"
"2021-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2468304862","","","","0"
"2021-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2390023772","","","","0"
"2021-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2259346612","","","","0"
"2021-10","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2221643150","","","","0"
"2021-11","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2160064076","","","","0"
"2021-12","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2077666918","","","","0"
"2022-01","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2100486508","","","","0"
"2022-02","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2090045258","","","","0"
"2022-03","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2121974788","","","","0"
"2022-04","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2397275446","","","","0"
"2022-05","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2565873180","","","","0"
"2022-06","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","2744167494","","","","0"
"2022-07","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","3002067185","","","","0"
"2022-08","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","3110159532","","","","0"
"2022-09","British Columbia","2016A000259","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957622","11.2.1.1","3019640568","","","","0"
"2010-01","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","10312473","","","","0"
"2010-02","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","6595893","","","","0"
"2010-03","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","4175936","","","","0"
"2010-04","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","2907905","","","","0"
"2010-05","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","9368640","","","","0"
"2010-06","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","15857390","","","","0"
"2010-07","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","21261477","","","","0"
"2010-08","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","24335487","","","","0"
"2010-09","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","20516971","","","","0"
"2010-10","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","15224354","","","","0"
"2010-11","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","12991999","","","","0"
"2010-12","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","10473943","","","","0"
"2011-01","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","8109251","","","","0"
"2011-02","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","6407845","","","","0"
"2011-03","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","7025844","","","","0"
"2011-04","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","11197715","","","","0"
"2011-05","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","11972718","","","","0"
"2011-06","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","11825790","","","","0"
"2011-07","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","20024880","","","","0"
"2011-08","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","25331904","","","","0"
"2011-09","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","24211301","","","","0"
"2011-10","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","17999794","","","","0"
"2011-11","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","14480906","","","","0"
"2011-12","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","11183293","","","","0"
"2012-01","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","7273412","","","","0"
"2012-02","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","6392143","","","","0"
"2012-03","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","4787602","","","","0"
"2012-04","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","2755404","","","","0"
"2012-05","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","9197736","","","","0"
"2012-06","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","26292262","","","","0"
"2012-07","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","31698244","","","","0"
"2012-08","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","23675236","","","","0"
"2012-09","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","21338908","","","","0"
"2012-10","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","16683415","","","","0"
"2012-11","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","12365485","","","","0"
"2012-12","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","10808645","","","","0"
"2013-01","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","8011060","","","","0"
"2013-02","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","4729215","","","","0"
"2013-03","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","3143865","","","","0"
"2013-04","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","4003645","","","","0"
"2013-05","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","7524797","","","","0"
"2013-06","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","13725262","","","","0"
"2013-07","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","14875882","","","","0"
"2013-08","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","20888907","","","","0"
"2013-09","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","20864468","","","","0"
"2013-10","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","12463740","","","","0"
"2013-11","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","9522373","","","","0"
"2013-12","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","5758921","","","","0"
"2014-01","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","2626344","","","","0"
"2014-02","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","2870115","","","","0"
